sentence,label
In diesem Text steht oft das Wort Personal.,1
Personal sind alle Mitarbeiter und Mitarbeiterinnen in der JVA.,1
Ein anderes Wort ist Bedienstete.,1
Einleitung Wir Mitarbeiter der Jugend-Anstalt wissen: In Haft sein ist schwer.,1
Aber: Sie sollen einen möglichst leichten Start haben.,1
Sie sollen sich gut zurechtfinden.,1
Dafür müssen Sie die Abläufe kennen.,1
Und die Regeln.,1
Dafür ist diese Hausordnung.,1
Die Hausordnung erklärt die Abläufe und Regeln.,1
Sie müssen sich an die Hausordnung halten.,1
Die Abläufe Weck-Zeiten und Mahlzeiten Es gibt feste Zeiten zum Aufstehen und Essen.,1
Montag bis Freitag gilt: 6:30 Uhr: Wecken 6:45 Uhr: Frühstück 11:45 Uhr: Mittag-Essen ab 17:00 Uhr: Abend-Brot An Wochen-Enden und Feier-Tagen gilt: 7:00 Uhr: Wecken 7:30 Uhr: Frühstück 11:45 Uhr: Mittag-Essen 17:30 Uhr: Abend-Brot Für alle Mahlzeiten gilt: Sie erhalten Ihr Essen an der Tür.,1
Tragen Sie dabei folgende Kleidung: Schuhe Hose T-Shirt Frei-Stunde Sie haben jeden Tag eine Frei-Stunde.,1
Sie können dann auf den Hof gehen.,1
Das sind die Zeiten für Frei-Stunden: Montag bis Freitag 16:15 bis 17:15 Uhr Das gilt wenn Sie arbeiten.,1
Montag bis Freitag 8 bis 9 Uhr Das gilt wenn Sie nicht arbeiten.,1
an Wochenenden und Feiertagen 16:15 bis 17:15 Uhr Tragen Sie in der Frei-Stunde folgende Kleidung: feste Schuhe Hose T-Shirt oder Pullover Bei Frei-Stunden gilt: Sie dürfen nichts mit nach draußen nehmen.,1
Sie dürfen sich nicht am Fenster unterhalten.,1
Duschen und putzen An diesen Tagen können Sie duschen: Montag Mittwoch Freitag An diesen Tagen gilt außerdem: Sie müssen Ihre Zelle putzen.,1
Wäsche waschen Sie können bei uns Wäsche waschen.,1
Das geht an bestimmten Tagen.,1
Sie sind im linken Flügel untergebracht?,1
Die Waschtage sind Montag und Donnerstag.,1
Sie sind im rechten Flügel untergebracht?,1
Die Waschtage sind Dienstag und Freitag.,1
Sie wollen Arbeits-Kleidung waschen?,1
Die Waschtage sind Samstag und Sonntag.,1
Das gilt für beide Flügel.,1
Besuch Sie wollen Besuch empfangen?,1
Ihre Familie kann zu Besuch kommen.,1
Sie brauchen dafür eine Genehmigung.,1
Fragen Sie die Beamten.,1
Besuchs-Zeiten sind: Mittwoch und Freitag 11 bis 19 Uhr jeden 1.,1
und 3.,1
Samstag 9 bis 11 Uhr an besonderen Terminen Diese Termine teilen wir Ihnen mit.,1
Besuch an Feier-Tagen ist nicht möglich.,1
Besucher müssen einen Ausweis zeigen.,1
Zum Beispiel: Personal-Ausweis Reise-Pass Kinder-Reisepass mit Melde-Bestätigung gültiger Aufenthalts-Titel Post und Anträge Sie können Post versenden.,1
Und Sie können Anträge stellen.,1
Diese Angebote können Sie beantragen: Teilnahme am Gottes-Dienst Seelsorge Gespräch mit einem Psychologen Nutzung der Bücherei Beratung zu Drogen oder Schulden Telio-Karte Das ist eine Karte zum Telefonieren.,1
Ein Beamter gibt Ihnen die gewünschten Anträge.,1
Das macht er abends beim letzten Rund-Gang.,1
Geben Sie Anträge zur Frühstücks-Zeit ab.,1
Sie können dann auch Post abgeben.,1
Ein Beamter bringt das Frühstück.,1
Geben Sie dem Beamten die Post.,1
Und geben Sie Ihm Ihre Anträge.,1
Telefonieren Sie möchten telefonieren?,1
Beantragen Sie dafür eine Telio-Karte.,1
Damit können Sie nur Ihren Anwalt anrufen.,1
Sie möchten weitere Nummern anrufen?,1
Dann muss das Gericht zustimmen.,1
Oder die Stations-Beamten müssen zustimmen.,1
Krankheit Sie sind krank?,1
Morgens kommt ein Beamter zur Zelle.,1
Sagen Sie dem Beamten Bescheid.,1
Dann können Sie mit einem Arzt sprechen.,1
Einkaufen Sie können bei uns einkaufen.,1
Dafür gibt es Einkaufs-Tage.,1
Sie können für höchstens 75 Euro einkaufen.,1
Sie müssen dafür zuerst Geld einzahlen.,1
Zahlen Sie das Geld auf unser Konto ein.,1
Das sind die Konto-Daten: Bank: Volksbank Schleswig IBAN: DE 34 21 69 00 20 00 01 40 18 58 BIC: GENODEF1SLW Geben Sie als Verwendungszweck an: Ihr Geburtsdatum Ihre Buch-Nummer Ihren Vornamen und Nachnamen Die Regeln Gewalt und Drohungen melden Es gibt eine Melde-Pflicht.,1
Sie müssen Gewalt und Drohungen melden.,1
Gewalt kann sich gegen Personen richten.,1
Sie kann sich auch gegen Sachen richten.,1
Beides müssen Sie melden.,1
Sie müssen es beim Personal melden.,1
Sie müssen es sofort melden.,1
Melden Sie auch Gewalt-Drohungen.,1
Keine Gewalt Wir wollen gut zusammen leben.,1
Sein Sie freundlich.,1
Freundlich zu Mitarbeitern und Mit-Gefangenen.,1
Gewalt ist streng verboten.,1
Auch Boxen aus Spaß ist verboten.,1
Verstöße werden sofort bestraft.,1
Keine freie Bewegung Sie dürfen sich nicht frei bewegen.,1
"Wir sagen Ihnen, wo Sie sein dürfen.",1
Halten Sie sich daran.,1
Ordnung und Sauberkeit Gehen Sie gut mit der Einrichtung um.,1
Dazu zählt Ihr Haft-Raum.,1
Aber auch Gegenstände.,1
Zum Beispiel Fernseher und Radios.,1
Halten Sie alles sauber und ordentlich.,1
Kein Alkohol und keine Drogen Alkohol und andere Drogen sind verboten.,1
Das gilt auch für Cannabis.,1
Und es gilt für Medikamente.,1
Sie dürfen diese Mittel nicht besitzen.,1
Sie dürfen sie nicht kaufen oder verkaufen.,1
Und Sie dürfen die Mittel nicht benutzen.,1
Ausnahme: Der Anstalts-Arzt hat Medikamente verschrieben.,1
Diese Mittel dürfen Sie einnehmen.,1
Regeln für Tabak Sie dürfen draußen Rauchen.,1
Und Sie dürfen im Haft-Raum Rauchen.,1
An allen anderen Orten ist Rauchen verboten.,1
Sie dürfen ab 18 Jahren Zigaretten kaufen.,1
Regeln für Müll Werfen Sie Müll immer in die Müll-Eimer.,1
Sie dürfen keinen Müll aus dem Fenster werfen.,1
Kein Schmuck Sie dürfen keinen Schmuck tragen.,1
Schmuck bewahren wir für Sie auf.,1
Ausnahme: Religiöser Schmuck ist im Haft-Raum erlaubt.,1
Wenn Sie den Haft-Raum verlassen: Legen Sie religiösen Schmuck ab.,1
Kein Tätowieren Tätowieren ist verboten.,1
Das gilt für den eigenen Körper.,1
Und für andere Gefangene.,1
Kein Diebstahl Diebstahl ist verboten und wird bestraft.,1
Kein Tauschen und Ausleihen Sie dürfen nichts mit anderen tauschen.,1
Sie dürfen keine Gegenstände ausleihen.,1
Das gilt auch für Fernseher und Radios.,1
Verstöße werden bestraft.,1
Kein Aufenthalt in fremden Haft-Räumen Sie dürfen nur Ihren eigenen Haft-Raum betreten.,1
Sie dürfen keine fremden Haft-Räume betreten.,1
Mit-Gefangene dürfen nicht in Ihren Haft-Raum.,1
Nutzen Sie für Geselligkeit die Wohn-Gruppe.,1
Geräte Für die Aufnahme-Abteilung in Haus 15 gilt: Sie dürfen keine eigenen Geräte benutzen.,1
Zum Beispiel Fernseher oder Radios.,1
Sie müssen die vorhandenen Geräte benutzen.,1
Die Geräte gehören der Haft-Anstalt.,1
Gehen Sie gut mit den Geräten um.,1
Notruf-Anlage nur im Notfall benutzen In Ihrem Haftraum ist eine Notruf-Anlage.,1
Sie dürfen diese Anlage nur im Notfall benutzen.,1
Verstöße werden bestraft.,1
Die Haus-Ordnung hat die Leiterin der Aufnahme-Abteilung unterschrieben.,1
Adresse Sie wollen Post versenden oder empfangen?,1
Dies ist Ihre Adresse bei uns: Jugendanstalt Schleswig Aufnahmeabteilung Haus 11 Königswiller Weg 26 24837 Schleswig So müssen Sie Briefe beschriften: Der Text in Leichter Sprache ist von Dominik Sonders und André Delor Institut für Leichte Sprache Lebenshilfe Schleswig-Holstein e.V.,1
Kehdenstraße 2-10 24103 Kiel Der Text wurde von der Prüfgruppe des Instituts für Leichte Sprache Lebenshilfe S-H geprüft.,1
Die Bilder im Text sind von: Lebenshilfe für Menschen mit geistiger Behinderung Bremen e.V.,1
"Illustrator Stefan Albers, Atelier Fleetinsel, 2013 Seiten 6 Mitte Justizministerium Schleswig-Holstein: Seiten 4; 5; 6 oben und unten; 7 bis 12 © European Easy-to-Read Logo: Inclusion Europe.",1
Mehr Informationen im Internet unter: Internetseite von Inclusion Europe,1
Hausordnung Haus 11 E-Vollzug Jugend-Anstalt Schleswig Die Hausordnung in Standardsprache ist vom 5.,1
August 2024.,1
Dies ist der Text in Leichter Sprache Die Hausordnung gibt es auch in schwerer Sprache.,1
Manchmal gibt es vielleicht Fragen.,1
Oder etwas ist unklar.,1
Was bedeutet ein Satz in der Hausordnung?,1
Oder das Personal versteht die Hausordnung anders als der Gefangene.,1
Dann gilt der Text von der Hausordnung in schwerer Sprache.,1
In diesem Text steht oft das Wort Personal.,1
Personal sind alle Mitarbeiter und Mitarbeiterinnen in der Jugend-Anstalt.,1
Ein anderes Wort ist Bedienstete.,1
"Inhalts-Verzeichnis Jugend-Anstalt Schleswig 1 Einleitung 4 Allgemeines 4 Kleidung 4 Haft-Räume nutzen und Gemeinschafts-Räume nutzen 5 Aufenthalt im Freien 6 Ausgabe von Mahlzeiten 7 Ihre Gesundheit 8 Freizeit und Sport 9 Seelsorge und Gottesdienst 9 Geld 9 Einkauf 10 Außenkontakte 11 Telefonieren 11 Briefe 11 Pakete 13 Besuch 14 Ausnahmen von den Regeln für Untersuchungs-Gefangene bei Besuchen, Post und Telefon.",1
14 Elektrogeräte 15 Regeln und Verbote 16 Anträge und Beschwerden 17 Einleitung Hier leben viele Menschen zusammen.,1
Darum müssen sich alle an Regeln halten.,1
Sie wollen sicherlich wissen: Welche Regeln gelten hier?,1
Sie sollen dies Heft gut durchlesen.,1
Dann haben Sie schon viele Antworten auf Ihre Fragen.,1
In der Hausordnung stehen die Regeln zum Zusammen-Leben Die Hausordnung ist wichtig für das Zusammen-Leben.,1
Alle müssen die Hausordnung befolgen.,1
Das ist gut für alle.,1
Manchmal ist das vielleicht schwer für Sie.,1
Sie fühlen sich durch die Hausordnung belastet.,1
Trotzdem müssen Sie die Hausordnung beachten.,1
Allgemeines Sie müssen den Anweisungen vom Personal folgen.,1
Sie müssen die Regeln der Hausordnung beachten.,1
Sie verstehen etwas nicht?,1
Dann fragen Sie die Mitarbeiter auf der Station.,1
Oder fragen Sie Ihre Abteilungsleitung.,1
Kleidung In der Kleider-Ausgabe haben sie ein Paket mit Kleidung bekommen.,1
Sie sind persönlich dafür verantwortlich.,1
Haft-Räume nutzen und Gemeinschafts-Räume nutzen Sie kommen neu in Ihren Haft-Raum.,1
Der Haft-Raum ist dann sauber.,1
Alle Sachen sind im Haft-Raum.,1
Dafür gibt es eine Liste mit den Sachen.,1
Sie prüfen die Sachen mit der Liste.,1
Sie unterschreiben die Liste.,1
Sie müssen Probleme dabei sofort melden.,1
Oder wenn etwas fehlt.,1
Oder wenn etwas beschädigt ist.,1
"Wenn später etwas fehlt oder beschädigt ist, gilt: Sie sind dafür verantwortlich.",1
Behandeln Sie die Sachen im Haft-Raum gut.,1
Behandeln Sie die Dinge von der Anstalt vorsichtig.,1
Halten Sie die Toiletten sauber.,1
Halten Sie Waschbecken und Bäder immer sauber.,1
Sie können Geräte bei der Anstalt leihen.,1
Es gibt Geräte zum Ausleihen in der Abteilung.,1
Die Geräte bleiben im Haus.,1
Das gilt bei Entlassung und Umzug.,1
Es gibt kein Recht auf Leihgeräte.,1
Sachen weitergeben Sie dürfen keine Geräte an andere Gefangene weitergeben.,1
Sie dürfen keine Musik-CDs oder andere Sachen an andere Gefangene weitergeben.,1
Nachtruhe Die Nachtruhe beginnt um 22 Uhr.,1
Sie müssen dann leise sein.,1
"Sie dürfen Kassetten, CDs, Radios und Fernseher nur noch leise nutzen.",1
Sie dürfen andere Gefangene nicht stören.,1
"Sachen im Haftraum aufhängen Sie dürfen keine Poster oder Bilder mit Klebeband, Zahncreme oder Stecknadeln befestigen.",1
"Das gilt für Wände, Türen oder Möbel.",1
Sie dürfen nur die Pinn-Wand oder die Poster-Leisten verwenden.,1
Pinn-Wand und Poster-Leiste gibt es im Haft-Raum.,1
Aufenthalt im Freien Zu diesen Zeiten dürfen Sie sich im Freien aufhalten: Gefangene aus Haus 11/1 unten: Montag bis Freitag täglich von 9:15 bis 10:15 Uhr.,1
Gefangene aus Haus 11/2 oben: Montag bis Freitag täglich von 10:30 bis 11:30 Uhr.,1
Arbeiter dürfen nach der Arbeit raus Montag bis Freitag täglich von 16:15 bis 17:15 Uhr.,1
"An Wochenenden und Feiertagen tauschen die Freistunden An einem Samstag, Sonntag oder Feier-Tag hat Haus 11/1 unten von 9:15 bis 10:15 Uhr Ausgang ins Freie.",1
An diesem Tag hat Haus 11/2 oben von 16:15 bis 17:15 Uhr Ausgang ins Freie.,1
"Am nächsten Samstag, Sonntag oder Feier-Tag ist es genau andersrum.",1
Haus 11/1 unten hat von 16:15 bis 17:15 Uhr Ausgang ins Freie.,1
An diesem Tag hat Haus 11/2 oben von 9:15 bis 10:15 Uhr Ausgang ins Freie.,1
"Am nächsten Samstag, Sonntag oder Feier-Tag ist es wieder andersrum.",1
Verhalten im Freien Im Freien darf dürfen Sie rauchen.,1
Sie müssen die Kippen und Tabakreste in die Behälter werfen.,1
Sie dürfen keine Gegenstände mitnehmen.,1
Das sind zum Beispiel Tassen und Spiele.,1
"Ausgabe von Mahlzeiten Die Ausgabe von den Mahlzeiten heißt Kost-Ausgabe Die Mahlzeiten sind Frühstück, Mittagessen und Abendessen.",1
Die Helfer und Essen-Träger verteilen die Mahlzeiten.,1
Die Gefangenen essen in ihren Haft-Räumen.,1
Ihre Gesundheit Sie müssen Maßnahmen für Gesundheit unterstützen.,1
Und Maßnahmen für Sauberkeit unterstützen.,1
Sie wollen medizinische Behandlung?,1
Dazu müssen Sie in die medizinische Abteilung.,1
Dafür müssen Sie sich anmelden.,1
Melden Sie sich morgens bis 7:30 Uhr bei dem Personal in Ihrer Abteilung.,1
Die Sprechstunde mit dem Arzt Am Dienstag und Donnerstag ist die Sprechstunde mittags ab 11:30 Uhr.,1
Termine beim Zahnarzt Sie wollen einen Termin beim Zahnarzt?,1
Dann müssen Sie sich am Mittwoch bis Mittag anmelden.,1
Sie melden sich bei dem Personal in Ihrer Abteilung.,1
Die Behandlung durch den Zahnarzt ist meistens am Donnerstag.,1
Sie ist meist von 8:00 Uhr bis 12:00 Uhr.,1
Wichtig: Manchmal verordnet ein Arzt Ihnen Medikamente.,1
Dann müssen Sie diese Medikamente einnehmen.,1
Dafür melden Sie sich bitte selbst beim Personal.,1
Medikamente nehmen Sie im Abteilungs-Büro ein.,1
Das Personal passt dabei auf.,1
So nehmen Sie nur die richtigen Medikamente.,1
Freizeit und Sport Die Mitarbeiter*innen von Ihrer Abteilungen machen Angebote für die Freizeit.,1
Und sie machen Angebote für Sport.,1
Es gibt auch Angebote für alle Abteilungen.,1
Für diese Angebote gibt es meist Aushänge in Ihrer Abteilung.,1
Bitte melden Sie sich früh genug an.,1
Seelsorge und Gottesdienst Es gibt in der Anstalt Seelsorge.,1
Seelsorge sind Gespräche mit Geistlichen.,1
Es gibt sie von verschiedenen Religionen.,1
Und es gibt Gottesdienste.,1
Und es gibt Religions-Unterricht in der Anstalt.,1
Die Zeiten für alle diese Angebote finden Sie als Aushang in Ihrer Abteilung.,1
Sie wollen zum Gottesdienst gehen?,1
Dafür müssen Sie einen Antrag abgeben.,1
Das machen Sie im Büro in Ihrer Station.,1
Geld Im Vollzug wird ohne Bargeld bezahlt.,1
Sie zahlen mit einer Geld-Karte Sie sollen kein Bargeld haben.,1
Geld für Gefangene einzahlen Jemand kann Geld für Sie einzahlen.,1
Zum Beispiel jemand aus Ihrer Familie.,1
Oder Freunde von Ihnen.,1
Im Gefängnis haben Sie eine Geld-Karte.,1
Das eingezahlte Geld können Sie mit der Karte ausgeben.,1
Dafür gibt es Regeln.,1
So kann man Geld auf die Karte einzahlen Das geht bei jeder Bank auf dieses Konto: Commerzbank IBAN: DE52 2154 0060 0213 4252 00 BIC: COBADEFFXXX Jemand zahlt Geld für Sie ein.,1
"Dann muss er diese Angaben im Betreff schreiben: Vorname und Nachname vom Gefangenen, Geburtsdatum vom Gefangenen, Gefangenenbuch-Nummer und den Verwendungs-Zweck.",1
Einkauf Es gibt einen Kaufmann in der Anstalt.,1
Bei diesem Kaufmann können Sie Dinge kaufen.,1
"Zum Beispiel Lebensmittel, Tabak und Zigaretten, Kugelschreiber, Papier zum Schreiben, Briefmarken und Hygieneartikel wie Seife und Duschgel.",1
Gefangene dürfen jeden Monat höchstens 321 Euro ausgeben.,1
Außenkontakte Während der Haft dürfen Sie Kontakt mit Ihrer Familie haben.,1
Und mit Freunden außerhalb vom Gefängnis.,1
Sie dürfen diesen Personen Briefe schreiben.,1
Und von diesen Personen Briefe bekommen.,1
Sie dürfen mit Personen von außerhalb vom Gefängnis telefonieren.,1
Telefonieren In der Anstalt gibt es das Telefon System Telio.,1
Sie können ein Telefon-Konto für Telio bekommen.,1
Fragen Sie das Personsl nach Info-Zetteln für Telio.,1
Sind Sie Untersuchungs-Gefangener?,1
Dann dürfen Sie vielleicht nicht telefonieren.,1
Oft brauchen Untersuchungs-Gefangene eine Erlaubnis vom Richter zum Telefonieren.,1
Vielleicht dürfen Sie aber trotzdem telefonieren.,1
Telefonieren kostet Geld.,1
Sie müssen das Telefonieren selbst bezahlen.,1
Briefe Gefangene können sehr viele Briefe bekommen.,1
Und Sie dürfen Briefe abschicken.,1
Sie müssen Briefmarken für Briefe selbst bezahlen.,1
"Adresse für Briefe an Sie: Jugendanstalt Schleswig Name des Gefangenen Haus 11 / E-Vollzug Königswiller Weg 26 24837 Schleswig Vielleicht sind Sie U-Gefangener Dann bestimmt der Haft-Richter, ob ihre Briefe kontrolliert werden.",1
Ihre Post wird für die Kontrolle geöffnet.,1
Und an den Richter geschickt.,1
Diese Briefe kommen in einen extra Umschlag.,1
Diese Briefe werden nicht kontrolliert: Briefe an Verteidiger und Verteidigerinnen.,1
Briefe an Politiker in Parlamenten.,1
Das gilt für Politiker im Bundestag.,1
Und für Politiker in den Parlamenten der Bundesländer.,1
Zum Beispiel im Landtag von Schleswig-Holstein.,1
Oder in der Hamburger Bürgerschaft.,1
Auch Briefe für Politiker im Europäischen Parlament werden nicht kontrolliert.,1
"Briefe an den Europäischen Gerichtshof für Menschenrechte Briefe an den Europäischen Ausschuss zur Verhütung von Folter und schlechter Behandlung, Briefe an Bürgerbeauftragte.",1
Das gilt für Bürgerbeauftragte von Deutschland.,1
Und für Bürgerbeauftragte der Bundes-Länder.,1
Zum Beispiel die Bürgerbeauftragte vom Landtag von Schleswig-Holstein.,1
Gefangene geben solche Briefe offen ab.,1
Geben Sie diese Briefe dem Personal.,1
Sie bekommen solche Briefe auch offen.,1
Pakete Die Regeln für Pakete gelten auch für Päckchen.,1
Sie wollen Elektrogeräte oder Wäsche bekommen?,1
Diese Sachen müssen Sie in einem Paket bekommen.,1
Dafür müssen Sie eine Sonder-Paketmarke beantragen.,1
Auf dem Antrag muss stehen Das wollen Sie mit diesem Paket bekommen.,1
Wie bekommen Sie Pakete?,1
Jemand kann Ihnen ein Paket schicken.,1
Zum Beispiel mit der Post.,1
Oder Jemand bringt das Paket zur Anstalt.,1
Die Person darf Ihnen das Paket nicht selbst geben.,1
Die Person muss das Paket bei der Anstalt abgeben.,1
Sie kann Pakete am Eingang der Anstalt abgeben.,1
"Am Samstag, Sonntag oder an Feiertagen kann man keine Pakete bei der Anstalt abgeben.",1
Pakete müssen verschlossen sein.,1
